cmtid,itemid,rating_star,comment,modelid,model_name,filter,anonymous,origin_region,region,ctime,submit_time
15164586742,22489557572,5,,184956190806,"Quai đen đế trắng,Size 39",0,False,vn,VN,1715479007,1715479007
15109240280,22489557572,5,,184956190793,"Quai đen đế trắng,Size 40",0,False,vn,VN,1715067574,1715067574
15107171635,22489557572,5,,184956190800,"Full đen,Size 43",0,False,vn,VN,1715056195,1715056195
15077910259,22489557572,5,,184956190795,"Quai trắng đế đen,Size 39",0,False,vn,VN,1714815747,1714815747
14839615276,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712622243,1712622243
14839765839,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712623914,1712623914
14839830321,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712624569,1712624569
14840096078,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712626986,1712626986
14839604966,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712622126,1712622126
14839640131,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712622537,1712622537
14839740845,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712623660,1712623660
14840216660,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712627994,1712627994
14840279863,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712628463,1712628463
14840304441,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712628646,1712628646
14840204296,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712627888,1712627888
14841958762,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712639360,1712639360
14840232287,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712628122,1712628122
14840145401,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712627393,1712627393
14839649076,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712622645,1712622645
14840125576,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712627229,1712627229
14840203691,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712627884,1712627884
14839658161,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712622749,1712622749
14841992228,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712639545,1712639545
14840320089,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712628758,1712628758
14840264354,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712628351,1712628351
14840231508,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712628116,1712628116
14840110384,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712627106,1712627106
14840215914,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712627988,1712627988
14841976752,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712639459,1712639459
14840175324,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712627641,1712627641
14840250621,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712628254,1712628254
14840066636,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712626729,1712626729
14839596053,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712622024,1712622024
14839872890,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712624982,1712624982
14839856710,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712624823,1712624823
14839627811,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712622392,1712622392
14839753298,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712623788,1712623788
14839685348,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712623054,1712623054
14839674643,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712622935,1712622935
14840080758,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712626853,1712626853
14840249888,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712628249,1712628249
14827630695,22489557572,5,,184956190796,"Quai trắng đế đen,Size 42",0,False,vn,VN,1712529642,1712529642
14828520091,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712539769,1712539769
14834534398,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712571907,1712571907
14834059256,22489557572,5,,184956190796,"Quai trắng đế đen,Size 42",0,False,vn,VN,1712569395,1712569395
14827645854,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712529909,1712529909
14833780098,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712567939,1712567939
14828560175,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712540074,1712540074
14828591078,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712540303,1712540303
14827644101,22489557572,5,,184956190796,"Quai trắng đế đen,Size 42",0,False,vn,VN,1712529881,1712529881
14833865123,22489557572,5,,184956190796,"Quai trắng đế đen,Size 42",0,False,vn,VN,1712568383,1712568383
14834576240,22489557572,5,,184956190797,"Quai đen đế trắng,Size 38",0,False,vn,VN,1712572128,1712572128
14828539497,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712539920,1712539920
14828498698,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712539601,1712539601
14799146159,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712324623,1712324623
14799033929,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712324131,1712324131
14799205055,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712324880,1712324880
14799227880,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712324982,1712324982
14799123912,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712324524,1712324524
14798922699,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712323654,1712323654
14786609681,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712244480,1712244480
14786023889,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712241550,1712241550
14786171724,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712242238,1712242238
14790370318,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712285360,1712285360
14790278334,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712284816,1712284816
14790411709,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712285603,1712285603
14799182075,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712324778,1712324778
14790369614,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712285356,1712285356
14790319202,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712285053,1712285053
14785996909,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712241424,1712241424
14790298866,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712284933,1712284933
14785977675,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712241336,1712241336
14785960237,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712241257,1712241257
14786068465,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712241758,1712241758
14790072126,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712283593,1712283593
14790350098,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712285238,1712285238
14786045960,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712241653,1712241653
14789628674,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712280592,1712280592
14785244377,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712238301,1712238301
14785942453,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712241175,1712241175
14773974672,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712183470,1712183470
14771386486,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712156040,1712156040
14773944883,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712183061,1712183061
14771365520,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712155939,1712155939
14771294661,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712155605,1712155605
14773963748,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712183316,1712183316
14771232752,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712155322,1712155322
14771255229,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712155426,1712155426
14771322835,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712155735,1712155735
14771276673,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712155523,1712155523
14768073386,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712143039,1712143039
14759627721,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712096425,1712096425
14768408782,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712144337,1712144337
14759615714,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712096258,1712096258
14768433216,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712144429,1712144429
14768454538,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712144509,1712144509
14759596678,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712095996,1712095996
14759582662,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712095805,1712095805
14748565514,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712029764,1712029764
14748071234,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712026989,1712026989
14747287775,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712022005,1712022005
14748107560,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712027198,1712027198
14748675117,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712030351,1712030351
14748268333,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712028119,1712028119
14748707617,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712030519,1712030519
14748244270,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712027984,1712027984
14748130602,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712027330,1712027330
14748158066,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712027487,1712027487
14748190721,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712027674,1712027674
14748730083,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712030632,1712030632
14748467420,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712029229,1712029229
14748191625,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712027679,1712027679
14748158890,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712027492,1712027492
14748210477,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712027790,1712027790
14748504636,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712029438,1712029438
14747305713,22489557572,5,,184956190790,"Quai trắng đế đen,Size 37",0,False,vn,VN,1712022134,1712022134
